,vres,i_leftmost,diff_i,diff_v,vgate,name,type,time,OK
0,85.07452,2.0682,-0.132245,16.011480000000002,754.8557999999999,tran_SchGtAfsTlVh,Sch,Sun Apr 23 22:34:06 2023,False
1,68.98752,-7.1160879999999995,-7.671117999999999,0.9315703000000001,677.732,tran_SchGtAsfTlVh,Sch,Sun Apr 23 22:33:43 2023,False
2,83.4004,6.092579,3.152689,14.352500000000001,744.2402999999999,tran_SchGtAffTlVh,Sch,Sun Apr 23 22:33:21 2023,False
3,69.43744000000001,-7.092444,-4.197079,1.652019,689.6848,tran_SchGtAssTlVh,Sch,Sun Apr 23 22:32:58 2023,False
4,85.07452,2.0682,-0.132245,16.011480000000002,754.8557999999999,tran_SchGtAfsThVh,Sch,Sun Apr 23 22:32:35 2023,False
5,68.98752,-7.1160879999999995,-7.671117999999999,0.9315703000000001,677.732,tran_SchGtAsfThVh,Sch,Sun Apr 23 22:32:12 2023,False
6,83.4004,6.092579,3.152689,14.352500000000001,744.2402999999999,tran_SchGtAffThVh,Sch,Sun Apr 23 22:31:49 2023,False
7,69.43744000000001,-7.092444,-4.197079,1.652019,689.6848,tran_SchGtAssThVh,Sch,Sun Apr 23 22:31:25 2023,False
8,85.07452,2.0682,-0.132245,16.011480000000002,754.8557999999999,tran_SchGtAfsTlVl,Sch,Sun Apr 23 22:31:03 2023,False
9,68.98752,-7.1160879999999995,-7.671117999999999,0.9315703000000001,677.732,tran_SchGtAsfTlVl,Sch,Sun Apr 23 22:30:39 2023,False
10,83.4004,6.092579,3.152689,14.352500000000001,744.2402999999999,tran_SchGtAffTlVl,Sch,Sun Apr 23 22:30:16 2023,False
11,69.43744000000001,-7.092444,-4.197079,1.652019,689.6848,tran_SchGtAssTlVl,Sch,Sun Apr 23 22:29:54 2023,False
12,85.07452,2.0682,-0.132245,16.011480000000002,754.8557999999999,tran_SchGtAfsThVl,Sch,Sun Apr 23 22:29:29 2023,False
13,68.98752,-7.1160879999999995,-7.671117999999999,0.9315703000000001,677.732,tran_SchGtAsfThVl,Sch,Sun Apr 23 22:29:06 2023,False
14,83.4004,6.092579,3.152689,14.352500000000001,744.2402999999999,tran_SchGtAffThVl,Sch,Sun Apr 23 22:28:43 2023,False
15,69.43744000000001,-7.092444,-4.197079,1.652019,689.6848,tran_SchGtAssThVl,Sch,Sun Apr 23 22:28:20 2023,False
