,vres,ouais,name,type,time,OK
0,58.93909,840.5653,tran_SchGtAmcttTtVt_32,Sch,Fri Apr 28 12:53:00 2023,False
1,59.62367,841.4037,tran_SchGtAmcttTtVt_31,Sch,Fri Apr 28 12:52:32 2023,False
2,54.94576,834.9633,tran_SchGtAmcttTtVt_30,Sch,Fri Apr 28 12:52:04 2023,False
3,56.96685,837.4665,tran_SchGtAmcttTtVt_29,Sch,Fri Apr 28 12:51:36 2023,False
4,58.151599999999995,839.7777,tran_SchGtAmcttTtVt_28,Sch,Fri Apr 28 12:51:07 2023,False
5,58.60913,840.0689,tran_SchGtAmcttTtVt_27,Sch,Fri Apr 28 12:50:39 2023,False
6,53.61312,832.5057,tran_SchGtAmcttTtVt_26,Sch,Fri Apr 28 12:50:10 2023,False
7,56.82387,837.5475,tran_SchGtAmcttTtVt_25,Sch,Fri Apr 28 12:49:41 2023,False
8,60.33658,842.0209,tran_SchGtAmcttTtVt_24,Sch,Fri Apr 28 12:49:13 2023,False
9,56.00555,836.1397000000001,tran_SchGtAmcttTtVt_23,Sch,Fri Apr 28 12:48:45 2023,False
10,57.16756,837.8552999999999,tran_SchGtAmcttTtVt_22,Sch,Fri Apr 28 12:48:17 2023,False
11,62.1257,845.0019,tran_SchGtAmcttTtVt_21,Sch,Fri Apr 28 12:47:48 2023,False
12,61.12462,843.4714,tran_SchGtAmcttTtVt_20,Sch,Fri Apr 28 12:47:19 2023,False
13,58.964330000000004,840.0465,tran_SchGtAmcttTtVt_19,Sch,Fri Apr 28 12:46:51 2023,False
14,56.538239999999995,836.8354,tran_SchGtAmcttTtVt_18,Sch,Fri Apr 28 12:46:22 2023,False
15,55.81095,835.9181,tran_SchGtAmcttTtVt_17,Sch,Fri Apr 28 12:45:53 2023,False
16,44.25491,818.6332,tran_SchGtAmcttTtVt_16,Sch,Fri Apr 28 12:45:25 2023,False
17,59.582860000000004,841.1786,tran_SchGtAmcttTtVt_15,Sch,Fri Apr 28 12:44:56 2023,False
18,54.93556,834.6161,tran_SchGtAmcttTtVt_14,Sch,Fri Apr 28 12:44:29 2023,False
19,59.25954,840.8185,tran_SchGtAmcttTtVt_13,Sch,Fri Apr 28 12:43:59 2023,False
20,56.79294,837.2334999999999,tran_SchGtAmcttTtVt_12,Sch,Fri Apr 28 12:43:27 2023,False
21,61.06912,843.4829000000001,tran_SchGtAmcttTtVt_11,Sch,Fri Apr 28 12:43:00 2023,False
22,52.31526,830.3897999999999,tran_SchGtAmcttTtVt_10,Sch,Fri Apr 28 12:42:33 2023,False
23,52.75305,831.489,tran_SchGtAmcttTtVt_9,Sch,Fri Apr 28 12:42:07 2023,False
24,55.05453,834.403,tran_SchGtAmcttTtVt_8,Sch,Fri Apr 28 12:41:39 2023,False
25,51.51322,829.7839,tran_SchGtAmcttTtVt_7,Sch,Fri Apr 28 12:41:13 2023,False
26,52.647439999999996,831.3358,tran_SchGtAmcttTtVt_6,Sch,Fri Apr 28 12:40:47 2023,False
27,57.90877,839.1176,tran_SchGtAmcttTtVt_5,Sch,Fri Apr 28 12:40:18 2023,False
28,55.609199999999994,835.6388000000001,tran_SchGtAmcttTtVt_4,Sch,Fri Apr 28 12:39:52 2023,False
29,62.27384,844.7513,tran_SchGtAmcttTtVt_3,Sch,Fri Apr 28 12:39:25 2023,False
30,52.281,830.6404,tran_SchGtAmcttTtVt_2,Sch,Fri Apr 28 12:38:59 2023,False
31,58.177510000000005,839.4715,tran_SchGtAmcttTtVt_1,Sch,Fri Apr 28 12:38:32 2023,False
32,59.409200000000006,840.7073,tran_SchGtAmcttTtVt,Sch,Fri Apr 28 12:38:05 2023,False
