,vres,i_leftmost,diff_i,diff_v,vgate,name,type,time,OK
0,55.37001,-1.281164,-2.031787,2.964941,632.9693,tran_SchGtAttTtVt,Sch,Sun Apr 23 21:19:03 2023,False
