,vres,ouais,name,type,time,OK
0,85.07452,745.9907999999999,tran_SchGtAfsTlVh,Sch,Fri Apr 28 14:19:20 2023,False
1,68.98752,723.3652999999999,tran_SchGtAsfTlVh,Sch,Fri Apr 28 14:18:52 2023,False
2,83.4004,738.6176,tran_SchGtAffTlVh,Sch,Fri Apr 28 14:18:22 2023,False
3,69.43744000000001,729.3579,tran_SchGtAssTlVh,Sch,Fri Apr 28 14:17:54 2023,False
4,85.07452,745.9907999999999,tran_SchGtAfsThVh,Sch,Fri Apr 28 14:17:25 2023,False
5,68.98752,723.3652999999999,tran_SchGtAsfThVh,Sch,Fri Apr 28 14:16:57 2023,False
6,83.4004,738.6176,tran_SchGtAffThVh,Sch,Fri Apr 28 14:16:29 2023,False
7,69.43744000000001,729.3579,tran_SchGtAssThVh,Sch,Fri Apr 28 14:16:01 2023,False
8,85.07452,745.9907999999999,tran_SchGtAfsTlVl,Sch,Fri Apr 28 14:15:32 2023,False
9,68.98752,723.3652999999999,tran_SchGtAsfTlVl,Sch,Fri Apr 28 14:15:03 2023,False
10,83.4004,738.6176,tran_SchGtAffTlVl,Sch,Fri Apr 28 14:14:35 2023,False
11,69.43744000000001,729.3579,tran_SchGtAssTlVl,Sch,Fri Apr 28 14:14:06 2023,False
12,85.07452,745.9907999999999,tran_SchGtAfsThVl,Sch,Fri Apr 28 14:13:38 2023,False
13,68.98752,723.3652999999999,tran_SchGtAsfThVl,Sch,Fri Apr 28 14:13:09 2023,False
14,83.4004,738.6176,tran_SchGtAffThVl,Sch,Fri Apr 28 14:12:41 2023,False
15,69.43744000000001,729.3579,tran_SchGtAssThVl,Sch,Fri Apr 28 14:12:13 2023,False
